,dataset,n,type,volfrac,r,particle_size,cnr,brightness,snr,f_sigma,b_sigma,n_particles
278,x_train,278,very small,0.3,4,0.3457348780772157,2.777382498757733,150,3.3712867133583613,10,15,352
279,x_train,279,very small,0.3,4,0.2415326759571015,8.954687281897456,73,2.410465055033025,10,15,361
280,x_train,280,large,0.3,13,0.7063093141437892,1.143249488296017,179,7.530410424997961,10,15,17
281,x_train,281,medium,0.3,7,0.8127461962031934,3.1019009369066755,148,3.6032367318837193,10,15,79
282,x_train,282,medium,0.3,7,0.1227466543714767,9.997154689100777,123,1.259611934628908,10,15,80
283,x_train,283,large,0.3,8,0.1428503131891549,1.407038414673109,81,1.3275905853487973,10,15,56
284,x_train,284,medium,0.3,7,0.7208878574467983,6.625222473754291,123,6.040713079711961,10,15,83
285,x_train,285,very small,0.3,4,0.6162874815102395,7.139565749273709,110,4.599431008575468,10,15,348
286,x_train,286,very small,0.3,5,0.1617502615229027,9.999225128386769,161,3.539991305546855,10,15,192
287,x_train,287,very small,0.3,5,0.7173377410337093,5.670745984312016,100,2.0644360560225232,10,15,198
288,x_train,288,large,0.3,9,0.1082017281397272,4.951192532596051,158,9.391330105353902,10,15,40
289,x_train,289,large,0.3,8,0.4198430217785911,5.834227401188052,62,9.84183444855971,10,15,50
290,x_train,290,large,0.3,10,0.2028808813732076,4.35572484771847,108,5.320292468081957,10,15,29
291,x_train,291,very small,0.3,5,0.9046321140426956,6.651619554098902,177,8.965366578933073,10,15,187
292,x_train,292,large,0.3,8,0.2148760349863466,2.3467550690227545,164,3.514351472000339,10,15,52
293,x_train,293,very small,0.3,5,0.4980772461043323,3.486998254519848,190,7.720304483124235,10,15,182
294,x_train,294,very small,0.3,5,0.1851451237892432,7.8779937782393,190,6.055341091646792,10,15,184
295,x_train,295,large,0.3,11,0.269847751285638,5.390052919083531,139,5.9171179145780215,10,15,27
296,x_train,296,large,0.3,12,0.7438973299877968,1.7504245649619357,154,3.062568625357981,10,15,16
297,x_train,297,very small,0.3,4,0.7397221384134871,8.767728228960326,73,3.638116011872556,10,15,358
298,x_train,298,medium,0.3,7,0.9144505596696104,4.878266171782245,107,4.045500542163893,10,15,74
299,x_train,299,very small,0.3,5,0.817968394799099,4.407775026648135,164,3.182646946809853,10,15,190
300,x_train,300,medium,0.3,7,0.8754732571916712,5.768747732226082,147,4.900792441281508,10,15,76
301,x_train,301,large,0.3,8,0.5455997184948304,8.864808846834627,44,4.552500890190265,10,15,53
302,x_train,302,very small,0.3,4,0.1727578056315581,6.434794481641648,104,5.82238710266774,10,15,357
303,x_train,303,large,0.3,12,0.9605063859759492,1.5634773839881653,164,3.695353884259253,10,15,20
304,x_train,304,large,0.3,9,0.5339876270368094,7.060122023776876,51,4.662533420318774,10,15,41
305,x_train,305,medium,0.3,7,0.2712569296701717,1.1515078201763846,169,3.020234481876936,10,15,79
306,x_train,306,large,0.3,12,0.6743771165151717,9.08807054124829,118,9.52943801889333,10,15,18
307,x_train,307,very small,0.3,4,0.9582596533253006,2.7037249742907536,115,7.4444805152053934,10,15,360
308,x_train,308,very small,0.3,5,0.3965253799910961,9.705560477256771,157,9.649543431739511,10,15,190
309,x_train,309,medium,0.3,7,0.3556123415704795,7.0595252417547645,176,6.999919131627369,10,15,77
310,x_train,310,large,0.3,12,0.6200387630482512,6.235930302370912,60,3.0950146672408456,10,15,22
311,x_train,311,very small,0.3,5,0.7365049846525752,6.274661611262517,121,1.8440606004630045,10,15,192
312,x_train,312,medium,0.3,7,0.159749066688173,5.880293282590438,133,6.185811729405824,10,15,77
313,x_train,313,large,0.3,11,0.3897120570174134,6.578011589646104,88,7.484079721872176,10,15,24
314,x_train,314,large,0.3,9,0.8138968639430452,5.629167495803687,160,8.207117315804874,10,15,43
315,x_train,315,very small,0.3,5,0.1325838028905229,9.46188008378083,132,8.693076635786916,10,15,185
316,x_train,316,medium,0.3,7,0.5786882232819132,9.937558395820924,114,7.323402135116062,10,15,72
317,x_train,317,large,0.3,10,0.2964683620442643,8.738781944005376,166,8.041353285336633,10,15,31
318,x_train,318,very small,0.3,5,0.9094514115953172,1.5700932105472507,173,7.770276617202871,10,15,189
319,x_train,319,medium,0.3,7,0.7536875353359441,3.469763504202482,197,1.94436221295916,10,15,79
320,x_train,320,medium,0.3,7,0.7726944210491384,5.281005513310605,35,7.526552994586516,10,15,76
321,x_train,321,large,0.3,8,0.8270217324033786,2.5902397111408915,142,3.4824283180126616,10,15,52
322,x_train,322,medium,0.3,7,0.5497436860542277,9.925111166598594,72,8.332363200310509,10,15,77
323,x_train,323,large,0.3,11,0.4972561285245312,1.2934612844082218,165,8.542931666434097,10,15,21
324,x_train,324,very small,0.3,4,0.267790711957539,7.280874005067598,43,4.725484400762815,10,15,349
325,x_train,325,large,0.3,12,0.5256827036925429,3.403320264600233,183,9.645088290871328,10,15,19
326,x_train,326,medium,0.3,7,0.1731690415107635,1.746620900469463,125,1.1162210354437707,10,15,78
327,x_train,327,medium,0.3,7,0.6918422716076726,3.0368973297759867,164,4.918006114705176,10,15,77
328,x_train,328,large,0.3,8,0.6198000631417747,9.647116143566972,93,2.851628049424606,10,15,53
329,x_train,329,large,0.3,13,0.1275167508628397,9.545108410846296,35,2.494970639949587,10,15,16
330,x_train,330,medium,0.3,7,0.4521696530471258,6.929674130345742,82,6.244255925790879,10,15,78
331,x_train,331,medium,0.3,7,0.4231808039293596,5.507938215978029,54,1.4286688519507955,10,15,71
332,x_train,332,large,0.3,11,0.3358326980044134,8.095825067909258,73,3.8586111360186623,10,15,22
333,x_train,333,large,0.3,11,0.1631318862335145,9.990547949493989,45,5.020903651992338,10,15,23
334,x_train,334,very small,0.3,5,0.7400556171942331,6.23996585722924,100,9.75637670992327,10,15,187
335,x_train,335,very small,0.3,5,0.2107566844216304,7.786791275401722,97,9.627698673931564,10,15,182
336,x_train,336,very small,0.3,5,0.2025925902356403,1.7413413113992418,170,4.012492149976371,10,15,180
337,x_train,337,very small,0.3,4,0.5856671573327059,7.140072879881932,192,8.74978133384004,10,15,353
338,x_train,338,very small,0.3,4,0.19518907430121,4.459514623630449,159,7.862124508946316,10,15,347
339,x_train,339,large,0.3,11,0.263172384453248,9.859136087295235,40,2.7188846030945624,10,15,20
340,x_train,340,medium,0.3,7,0.3028180077189336,1.5963755272069682,85,7.437204303980267,10,15,71
341,x_train,341,large,0.3,9,0.4775550889584121,9.817152469552624,140,9.68329695824906,10,15,39
342,x_train,342,very small,0.3,4,0.834259047977903,6.859297923630007,114,9.94344229758642,10,15,349
343,x_train,343,very small,0.3,4,0.3342838850194921,4.401388755693104,122,8.869444468289021,10,15,354
344,x_train,344,medium,0.3,7,0.192111699591343,5.020001851877928,47,2.0871760930476584,10,15,76
345,x_train,345,large,0.3,11,0.1404001557895939,5.623389853033669,32,8.280626062910425,10,15,24
346,x_train,346,medium,0.3,7,0.3291815969933273,1.7713605566922537,150,5.047012580985457,10,15,71
347,x_train,347,large,0.3,13,0.8581725599265203,1.8974227309068927,92,7.937339445072247,10,15,13
348,x_train,348,medium,0.3,7,0.7280971252067895,3.484565085418573,167,9.530778290439432,10,15,77
349,x_train,349,medium,0.3,7,0.5122246840223486,6.832680256580408,152,3.189977701388345,10,15,69
350,x_train,350,medium,0.3,7,0.8712640368208456,3.88879379425654,151,9.063853176211314,10,15,70
351,x_train,351,medium,0.3,7,0.3187290643811072,3.379521114206696,105,4.252993666685931,10,15,81
352,x_train,352,medium,0.3,7,0.9411617619584124,7.633675792822225,49,8.783039591826022,10,15,79
353,x_train,353,large,0.3,10,0.918833503492246,7.432376409649366,164,1.0033656253575558,10,15,31
354,x_train,354,very small,0.3,5,0.8837898173715664,6.927854593733532,90,6.261358865601347,10,15,182
355,x_train,355,medium,0.3,7,0.5779730349737625,1.9130806106396048,188,7.00721703742526,10,15,74
356,x_train,356,medium,0.3,7,0.5499372854864062,8.860223702880344,190,1.1887753109650303,10,15,75
357,x_train,357,large,0.3,9,0.4634437353091607,8.426771707818615,129,2.050467660164291,10,15,39
358,x_train,358,very small,0.3,5,0.438357101535341,1.4314392917491048,92,5.426706441099425,10,15,193
359,x_train,359,large,0.3,8,0.5558766868470464,5.544091601280597,148,2.34810582792028,10,15,54
360,x_train,360,large,0.3,8,0.9667850995509976,4.047475189489914,171,9.15909039564746,10,15,49
361,x_train,361,very small,0.3,4,0.5537819530696316,9.117683422427223,84,7.370487228797717,10,15,359
362,x_train,362,medium,0.3,7,0.8727938465459786,2.507690738472011,128,9.943304444664763,10,15,73
363,x_train,363,medium,0.3,7,0.7245914889652354,2.101194530603736,198,7.2737324980995055,10,15,77
364,x_train,364,medium,0.3,7,0.8691216556685233,9.455135659414168,74,4.112500980404067,10,15,74
365,x_train,365,large,0.3,9,0.2187657763494881,4.207513332291185,166,2.387192212641337,10,15,38
366,x_train,366,large,0.3,12,0.6781095996312816,6.543171971181353,143,6.264064971615377,10,15,24
367,x_train,367,very small,0.3,5,0.4378084066454035,5.202224595440852,35,7.041074755303085,10,15,193
368,x_train,368,very small,0.3,4,0.9136038911156192,8.701828269855612,152,2.1947001993748896,10,15,355
369,x_train,369,large,0.3,13,0.1237493884266667,4.449411557228759,192,7.820428073721443,10,15,14
370,x_train,370,large,0.3,10,0.5176215918564316,5.857530031896983,63,3.9522358445918258,10,15,28
371,x_train,371,medium,0.3,7,0.1457268883854904,7.866596086112491,37,5.777467494873355,10,15,80
372,x_train,372,large,0.3,8,0.5253854952904068,2.298364677580933,97,7.05823694128517,10,15,52
373,x_train,373,medium,0.3,7,0.8428937764595522,8.063549275972463,76,8.676873183489246,10,15,71
374,x_train,374,very small,0.3,4,0.2140025832792121,5.022268585470136,87,5.701443796268473,10,15,354
375,x_train,375,medium,0.3,7,0.5217462669219112,8.38693481234878,75,4.618081609070924,10,15,74
376,x_train,376,medium,0.3,7,0.5813888431975837,7.3566556024182335,55,7.48430544893967,10,15,75
377,x_train,377,medium,0.3,7,0.772014075042083,1.5676526367312,176,8.486827539823508,10,15,77
378,x_train,378,very small,0.3,5,0.3480578552414365,3.355566714612439,103,2.918605927401041,10,15,176
379,x_train,379,medium,0.3,7,0.6756971043789178,4.259315301678921,128,8.839657633944718,10,15,71
380,x_train,380,large,0.3,13,0.9256395785959708,6.701944797195845,66,2.0155008225110285,10,15,16
381,x_train,381,medium,0.3,7,0.8881845140161665,6.992600492251091,53,6.114174965822343,10,15,73
382,x_train,382,very small,0.3,5,0.9730646900650473,6.455768783644748,50,3.336819435060371,10,15,185
383,x_train,383,large,0.3,8,0.1409809334851645,6.909327699339092,136,6.021043288387898,10,15,53
384,x_train,384,medium,0.3,7,0.7751437238634611,2.5009586620583795,39,1.5978598833587572,10,15,71
385,x_train,385,very small,0.3,5,0.8907614721798714,1.451784916560113,197,7.717452763877354,10,15,188
386,x_train,386,large,0.3,10,0.391811698528358,6.454410328933946,40,5.146838771039551,10,15,33
387,x_train,387,large,0.3,13,0.370676536350807,6.403136143811662,86,8.514822378638314,10,15,14
388,x_train,388,very small,0.3,4,0.254129416504408,4.156264741542908,88,5.507098193172309,10,15,360
389,x_train,389,large,0.3,13,0.5182323213498516,7.6429639661191855,112,9.005081902839578,10,15,15
390,x_train,390,medium,0.3,7,0.409234435968224,9.211473525272178,191,5.172773364186822,10,15,73
391,x_train,391,medium,0.3,7,0.2685090559653057,6.137523534195246,74,7.280298953149107,10,15,68
392,x_train,392,medium,0.3,7,0.3273263606837847,9.21241062431316,133,1.6291895416181748,10,15,76
393,x_train,393,very small,0.3,5,0.1535110042248358,7.979865418049889,90,5.573206768066051,10,15,182
394,x_train,394,large,0.3,8,0.8627932749077918,4.159611370357439,56,3.8840748291922864,10,15,54
395,x_train,395,large,0.3,12,0.1826108779916457,6.138132523924532,62,9.820267457168429,10,15,20
396,x_train,396,medium,0.3,7,0.5204884440533175,9.416756124525472,93,2.8939635273692383,10,15,71
397,x_train,397,very small,0.3,5,0.7260463130176141,9.451947136997152,84,8.481986827738279,10,15,184
398,x_train,398,very small,0.3,4,0.7521532226020883,9.175526824693812,85,9.468111881244685,10,15,341
399,x_train,399,large,0.3,11,0.9097072432631031,2.030654602884649,35,1.4058624488567384,10,15,23
400,x_train,400,very small,0.35,4,0.1200603881707887,3.831148408854314,175,3.1359232791152696,10,15,413
401,x_train,401,large,0.35,9,0.3090508945175124,9.439397704470638,190,4.976855728732156,10,15,43
402,x_train,402,very small,0.35,4,0.1305751684403962,8.65902155872956,190,9.397992563168588,10,15,402
403,x_train,403,large,0.35,13,0.6587957160453586,4.561584003211582,44,9.906576890232442,10,15,16
404,x_train,404,large,0.35,11,0.1179437017065767,6.766807658715369,105,4.594230131163069,10,15,24
405,x_train,405,large,0.35,9,0.2000674339140726,4.806321431897526,68,4.137271857166531,10,15,46
406,x_train,406,large,0.35,10,0.157816551223997,1.1059130991874802,192,3.005305027773761,10,15,32
407,x_train,407,medium,0.35,7,0.2153551948370212,5.176942550650707,37,9.358437659493028,10,15,86
408,x_train,408,medium,0.35,7,0.8173362302309765,2.679034875162669,57,6.388432071493368,10,15,84
409,x_train,409,medium,0.35,7,0.2925805218827952,7.101392718522664,60,7.539087500624858,10,15,87
410,x_train,410,very small,0.35,4,0.3242963932859823,6.738761486872487,85,7.400076042842691,10,15,412
411,x_train,411,large,0.35,8,0.7739975078884672,8.705846409185913,105,5.494969182618391,10,15,65
412,x_train,412,medium,0.35,7,0.7214684300068873,8.912181346170417,159,5.384903562112387,10,15,84
413,x_train,413,large,0.35,13,0.3198297326163044,1.3732680348628312,115,9.142766916376454,10,15,20
414,x_train,414,medium,0.35,7,0.972691977246163,1.1794292612906427,157,8.156660656636124,10,15,85
415,x_train,415,medium,0.35,7,0.8255258699613817,7.564970594427079,107,5.395011494458255,10,15,90
416,x_train,416,large,0.35,9,0.9276907735437884,4.560965826172764,157,6.904420935668297,10,15,43
417,x_train,417,large,0.35,8,0.2273383243448721,6.587602929802557,39,3.07112234255396,10,15,64
418,x_train,418,large,0.35,8,0.4014742409413625,2.17029686106383,93,1.658018842493054,10,15,61
419,x_train,419,large,0.35,12,0.6299273728762406,7.0166315764547385,37,2.779086182897015,10,15,26
420,x_train,420,large,0.35,13,0.1806068892720543,5.493458982443165,108,8.34407904230078,10,15,15
421,x_train,421,very small,0.35,5,0.1725380070417047,2.3699298766525696,199,7.637077027539959,10,15,217
422,x_train,422,medium,0.35,7,0.1322436918185907,7.631400694298095,166,1.3511668573650653,10,15,86
423,x_train,423,medium,0.35,7,0.5223346140027567,5.161053686361354,36,7.756776912168598,10,15,88
424,x_train,424,very small,0.35,4,0.6882022305288916,7.1046327969127,47,1.0999259579639422,10,15,406
425,x_train,425,medium,0.35,7,0.9223712306751166,1.950642258247492,175,5.979302803330372,10,15,92
426,x_train,426,medium,0.35,7,0.1793876345209165,1.8363242670003568,34,3.2381379587633656,10,15,81
427,x_train,427,medium,0.35,7,0.7037833599278882,1.9679400658054047,84,3.944747844797047,10,15,84
428,x_train,428,very small,0.35,4,0.3097673005019231,3.409680112328894,75,2.988419278269697,10,15,405
429,x_train,429,very small,0.35,5,0.9308485588989222,6.486753388655028,181,1.6031420166356058,10,15,220
430,x_train,430,medium,0.35,7,0.9264318887549914,5.360921439402204,80,8.694190767082759,10,15,87
431,x_train,431,large,0.35,10,0.8877921023705061,9.399085814473144,195,4.043418040711522,10,15,30
432,x_train,432,large,0.35,9,0.7387850269894265,2.009067848299588,67,2.597245062111651,10,15,46
433,x_train,433,very small,0.35,4,0.8031266848300086,2.6970441574390414,160,8.5108772323482,10,15,409
434,x_train,434,very small,0.35,4,0.2915212085652932,8.45938738531953,192,5.46723327694213,10,15,405
435,x_train,435,large,0.35,8,0.6208818741061486,4.826263711095633,138,3.7401445572477616,10,15,60
436,x_train,436,very small,0.35,4,0.2511044689598029,7.885279362470561,137,1.650158264587498,10,15,410
437,x_train,437,large,0.35,12,0.8416140829889833,2.1270871406495493,149,4.955360186995076,10,15,19
438,x_train,438,very small,0.35,5,0.3915473753362364,2.310589733255882,125,3.121762094378138,10,15,220
439,x_train,439,medium,0.35,7,0.5642654618180978,7.084776756576491,35,9.12753145536984,10,15,93
440,x_train,440,medium,0.35,7,0.8738894032615286,5.180627303463687,112,8.792898728450862,10,15,93
441,x_train,441,very small,0.35,4,0.571027612586229,7.445249926571807,114,1.1360856862292046,10,15,411
442,x_train,442,very small,0.35,5,0.7409907342134285,2.8453073495684222,53,4.276774260040855,10,15,223
443,x_train,443,medium,0.35,7,0.5788744995498485,7.472003381111762,197,8.382356378479638,10,15,88
444,x_train,444,very small,0.35,5,0.2084655870144137,3.9641757443795513,193,1.240878867606928,10,15,212
445,x_train,445,large,0.35,12,0.9093350817128364,1.794464454351837,100,4.571318285104933,10,15,19
446,x_train,446,large,0.35,11,0.5286651817778664,1.985454999520258,41,8.051052841067357,10,15,30
447,x_train,447,medium,0.35,7,0.4211125190317762,9.337107378900171,192,8.072900932916454,10,15,85
448,x_train,448,large,0.35,13,0.3082769445919478,6.453590615979636,62,6.148843513120026,10,15,16
449,x_train,449,medium,0.35,7,0.9473195939926397,1.9738558058263973,158,6.837553227748449,10,15,96
450,x_train,450,very small,0.35,4,0.1306453484709223,1.8979251997240965,71,2.773878506404369,10,15,410
451,x_train,451,very small,0.35,5,0.5990709765513451,8.638971038624643,148,8.867501824119278,10,15,222
452,x_train,452,very small,0.35,4,0.1909994867389955,9.522858363193189,158,9.493961980456938,10,15,405
453,x_train,453,very small,0.35,5,0.5515861005579318,6.773790455500409,193,2.499372147330323,10,15,226
454,x_train,454,medium,0.35,7,0.5521679378525324,5.412907940955377,154,8.617114822710054,10,15,86
455,x_train,455,medium,0.35,7,0.8289179534345817,9.63961511378566,81,1.6720715023356083,10,15,98
456,x_train,456,very small,0.35,5,0.5270360640557755,5.292878992666532,172,7.138810115255842,10,15,221
457,x_train,457,large,0.35,10,0.638958133551824,7.471559000849857,188,3.695163877639445,10,15,36
458,x_train,458,medium,0.35,7,0.9776247902174944,4.683193402877336,82,7.595261582678701,10,15,91
459,x_train,459,large,0.35,13,0.4840053930531998,3.2694672991094853,111,5.750407034098652,10,15,20
460,x_train,460,large,0.35,13,0.7257528522284817,7.423615458996272,190,8.029262557068023,10,15,18
461,x_train,461,very small,0.35,5,0.5044028040224294,4.070198100940357,105,3.7553880240330137,10,15,226
462,x_train,462,very small,0.35,5,0.2888955279547114,9.678539366291623,107,2.9282450627942174,10,15,221
463,x_train,463,medium,0.35,7,0.3371043913643274,2.8892073910823406,180,4.177892708713738,10,15,90
464,x_train,464,medium,0.35,7,0.7039213986767552,5.4485318849538205,167,8.61788059022136,10,15,83
465,x_train,465,very small,0.35,5,0.2441110566785588,3.686617762985641,118,1.064498350232859,10,15,213
466,x_train,466,medium,0.35,7,0.676646300141288,9.287567574084369,92,6.1075274186603865,10,15,87
467,x_train,467,medium,0.35,7,0.2757272898162407,6.791265278942422,31,9.47863457362338,10,15,82
468,x_train,468,large,0.35,12,0.1655115089689348,7.700933280016512,176,7.030431229801984,10,15,21
469,x_train,469,large,0.35,10,0.796696286542825,2.6486402045127058,119,3.5986261929622936,10,15,36
470,x_train,470,large,0.35,12,0.5894237701497212,5.290211296811691,119,5.733510006986682,10,15,23
471,x_train,471,very small,0.35,5,0.3606935407792814,3.07540767292069,163,8.580367687483573,10,15,212
472,x_train,472,medium,0.35,7,0.8005106211326518,5.512134980218876,66,4.216874539910668,10,15,95
473,x_train,473,very small,0.35,4,0.3628880775559853,6.37480604772248,144,1.92368918889993,10,15,409
474,x_train,474,large,0.35,10,0.995684119137278,1.6761938826650755,151,1.126375349447906,10,15,32
475,x_train,475,large,0.35,13,0.7874767002395557,9.289118900567589,88,5.861791510013656,10,15,14
476,x_train,476,medium,0.35,7,0.1164447217876142,4.284746431024237,44,3.103990894317904,10,15,87
477,x_train,477,very small,0.35,4,0.8546300012189787,4.29261912375949,99,6.577224175868633,10,15,421
478,x_train,478,medium,0.35,7,0.8017868171220555,2.0814997717068486,69,3.197577403302601,10,15,91
479,x_train,479,very small,0.35,5,0.457455963764532,9.566975259678816,105,4.9432451893073335,10,15,217
480,x_train,480,very small,0.35,4,0.5927555316098033,9.913076478403804,95,1.1210956508905063,10,15,400
481,x_train,481,very small,0.35,4,0.1627826158800613,6.002093290360817,37,9.4435201509523,10,15,394
482,x_train,482,large,0.35,9,0.7897268715086031,1.5770074329911776,156,3.047835957474164,10,15,46
483,x_train,483,large,0.35,10,0.7736276919470335,7.261681980253224,76,3.620459918681089,10,15,33
484,x_train,484,very small,0.35,5,0.4265055991325625,4.86969638622014,88,9.383209337347257,10,15,209
485,x_train,485,large,0.35,8,0.5830706490346111,9.590430647306706,32,8.30798364004422,10,15,58
486,x_train,486,medium,0.35,7,0.2253367251196487,8.511814252731098,57,5.363819559023698,10,15,79
487,x_train,487,large,0.35,12,0.6392545590612138,6.120002856927361,172,5.65164817706542,10,15,22
488,x_train,488,very small,0.35,5,0.9699950081854476,8.14748844597171,172,7.49605025693803,10,15,220
489,x_train,489,very small,0.35,5,0.3488515976110615,2.6617230684160123,159,3.319660638727534,10,15,227
490,x_train,490,very small,0.35,4,0.7386845861338636,1.912480301501244,49,4.26729397502706,10,15,408
491,x_train,491,large,0.35,8,0.3972925357178073,7.386244299928148,58,2.8973907339542326,10,15,64
492,x_train,492,medium,0.35,7,0.3493834885122074,1.8037358848163616,190,6.746618782090998,10,15,90
493,x_train,493,medium,0.35,7,0.6983471404226279,6.059770137423528,101,2.818175400811345,10,15,97
494,x_train,494,large,0.35,10,0.638549256475193,1.985376411427917,47,2.5465641654456634,10,15,36
495,x_train,495,very small,0.35,4,0.3903870832346398,7.819228832031307,54,9.58651602307169,10,15,416
496,x_train,496,large,0.35,11,0.2259199822025562,9.804145347811918,48,9.117237273276922,10,15,28
497,x_train,497,large,0.35,10,0.5304508579390312,7.112573331809537,97,4.990281489064553,10,15,41
498,x_train,498,very small,0.35,4,0.6227805353092754,3.6974941831818606,162,8.151164270767836,10,15,412
499,x_train,499,large,0.35,11,0.8953619534886567,2.380402729442113,119,4.254158184265077,10,15,28
500,x_train,500,large,0.35,11,0.9403852264997572,7.551875979341444,164,3.7064109187925256,10,15,30
501,x_train,501,large,0.35,13,0.5825257686969892,8.483712123973437,92,4.271780654944344,10,15,20
502,x_train,502,large,0.35,12,0.845653133011747,8.583980589984794,121,3.7556760383311527,10,15,22
503,x_train,503,medium,0.35,7,0.6924166336583449,8.803368102796295,31,1.8014967622939169,10,15,87
504,x_train,504,very small,0.35,4,0.8524000271256145,1.2430709695886382,178,6.771237703842558,10,15,419
505,x_train,505,very small,0.35,5,0.1677583802436633,9.388029083298708,126,6.567942921521439,10,15,215
506,x_train,506,large,0.35,9,0.5699997045234011,5.490516524392944,166,3.601719966441434,10,15,46
507,x_train,507,medium,0.35,7,0.154722402230336,8.504572599321644,36,7.68027848374001,10,15,88
508,x_train,508,very small,0.35,5,0.6512800738155522,5.627959550044634,66,7.2633033270345155,10,15,214
509,x_train,509,medium,0.35,7,0.5725526890530988,2.5176321641938326,114,5.330336113298734,10,15,90
510,x_train,510,large,0.35,10,0.8944232552161698,1.2096552238897784,171,5.072865798549374,10,15,31
511,x_train,511,medium,0.35,7,0.8208230027229269,4.710351985485276,157,8.77455576540354,10,15,86
512,x_train,512,very small,0.35,4,0.2415226195053989,4.955324346435418,68,7.827824410441283,10,15,412
513,x_train,513,medium,0.35,7,0.6812318881304276,6.182886620314995,71,4.320540238547585,10,15,90
514,x_train,514,medium,0.35,7,0.4060580998220402,9.067953777421089,129,8.865932583025977,10,15,96
515,x_train,515,medium,0.35,7,0.5011393858579717,5.573273620390797,99,9.252553800996346,10,15,86
516,x_train,516,large,0.35,11,0.9714169899092894,3.4389951863711605,52,7.40114456186279,10,15,27
517,x_train,517,very small,0.35,5,0.9914929513264014,6.545859258852706,107,8.142858752719146,10,15,222
518,x_train,518,large,0.35,8,0.8954988054026002,1.6088749718802466,187,1.7028035813789713,10,15,65
519,x_train,519,medium,0.35,7,0.3145107787356526,5.529641407134082,170,9.112307203227893,10,15,86
520,x_train,520,very small,0.35,5,0.104886490046085,7.9550078545072225,118,5.288237967766802,10,15,218
521,x_train,521,very small,0.35,4,0.8488640258126178,3.403763868960904,71,5.30018335102839,10,15,395
522,x_train,522,large,0.35,13,0.3244620495360968,7.460758861649439,137,3.954886839134968,10,15,18
523,x_train,523,very small,0.35,4,0.1614866949520442,1.578897821295402,197,3.013531424253247,10,15,403
524,x_train,524,large,0.35,13,0.5904567918742435,8.26670146384938,96,3.610635387695755,10,15,17
525,x_train,525,medium,0.35,7,0.4358854513556,7.085122614382037,176,5.579144944796108,10,15,81
526,x_train,526,very small,0.35,4,0.358060822706495,7.7705596225723905,71,9.844506601877272,10,15,413
527,x_train,527,large,0.35,8,0.1577091769204118,6.575430027292484,107,5.566080035976103,10,15,62
528,x_train,528,very small,0.35,5,0.7063738635875861,9.748876492168453,119,1.754754535094974,10,15,215
529,x_train,529,medium,0.35,7,0.2766289004402789,6.108561073765401,44,4.371263312910335,10,15,85
530,x_train,530,large,0.35,13,0.6161246356093036,4.113078506676798,162,8.49388709412595,10,15,18
531,x_train,531,very small,0.35,5,0.2828645412500811,5.809366525511767,167,3.911976812047653,10,15,218
532,x_train,532,medium,0.35,7,0.5862097609558398,6.581403366670571,160,1.3441225460079438,10,15,96
533,x_train,533,medium,0.35,7,0.8175372026591708,6.941647087727072,104,5.75727655124388,10,15,97
534,x_train,534,very small,0.35,5,0.3565727082421006,7.577172506012254,84,1.98275816585091,10,15,224
535,x_train,535,medium,0.35,7,0.5502096324947162,2.9141166759598858,70,9.966693799463547,10,15,90
536,x_train,536,medium,0.35,7,0.7291240848322184,1.9478522895829689,69,2.5173942940947085,10,15,96
537,x_train,537,medium,0.35,7,0.9063021584838994,5.166591845669611,87,5.298292536870457,10,15,82
538,x_train,538,very small,0.35,5,0.2604100088237644,8.58288677317469,194,5.498576005933154,10,15,225
539,x_train,539,large,0.35,11,0.5101698945831808,5.879721748721426,134,9.530773067915408,10,15,28
540,x_train,540,medium,0.35,7,0.6303257384300551,4.001106123087036,49,3.5869822246414387,10,15,92
541,x_train,541,large,0.35,8,0.3078400162610818,1.1010401465115005,139,1.5121132820332397,10,15,60
542,x_train,542,medium,0.35,7,0.4850297419753876,5.725423369775096,79,2.7730911153177344,10,15,86
543,x_train,543,medium,0.35,7,0.5853798363699642,1.3189842679252886,42,3.708981050025276,10,15,89
544,x_train,544,large,0.35,13,0.6443302089340556,5.264066717713157,121,6.981724532222893,10,15,16
545,x_train,545,large,0.35,9,0.9310638265966252,3.7652614756353584,117,3.281214898382526,10,15,42
546,x_train,546,medium,0.35,7,0.9626064597288754,8.18065381466417,36,6.073417114565571,10,15,84
547,x_train,547,medium,0.35,7,0.333473941209163,7.491389030146753,195,3.3884240235201006,10,15,89
548,x_train,548,medium,0.35,7,0.8897628604315297,6.946146027685181,63,6.563015346383422,10,15,91
549,x_train,549,large,0.35,12,0.1867969775791354,2.911178850572435,164,4.86710730429343,10,15,19
550,x_train,550,medium,0.35,7,0.1001076265440426,7.149235973005388,128,7.637089447971991,10,15,90
551,x_train,551,large,0.35,10,0.1278119193820731,3.1134276043647664,165,1.5629272501744405,10,15,29
552,x_train,552,very small,0.35,4,0.8439859757893055,8.812244505121942,123,7.68631218358099,10,15,415
553,x_train,553,large,0.35,9,0.8911118273760831,7.087357067960758,190,2.4611998104524058,10,15,44
554,x_train,554,large,0.35,10,0.3435839690465021,3.831007681968536,108,4.669390839646589,10,15,35
555,x_train,555,very small,0.35,4,0.8867741202586362,2.0967575927864632,123,5.401775751943477,10,15,418
556,x_train,556,very small,0.35,4,0.571277376038441,9.307450542602004,140,9.603093719724145,10,15,419
